date,open,high,low,close,volume
2024-08-29,2535.629307595566,2658.241943359375,2535.629307595566,2658.241943359375,1676775
2024-08-30,2668.050766509434,2677.8597766804246,2594.483190227005,2599.3876953125,1443837
2024-09-02,2638.6237653193584,2658.2417858793533,2569.960693359375,2569.960693359375,1157833
2024-09-03,2584.6740541811346,2633.7191026475693,2516.010986328125,2516.010986328125,1361816
2024-09-04,2349.258056640625,2427.7301420398944,2290.403992591173,2349.258056640625,2512474
2024-09-05,2383.5894399789663,2393.398450020032,2275.6903295272436,2295.308349609375,1826035
2024-09-06,2310.0220193745176,2398.303115656346,2305.1175140255273,2383.589599609375,1502583
2024-09-09,2334.544529149866,2378.6850769699263,2280.594970703125,2280.594970703125,981577
2024-09-10,2324.7351954812366,2344.353214008504,2256.072130635799,2270.78564453125,947390
2024-09-11,2275.6901753966085,2300.212698838382,2241.358642578125,2241.358642578125,907004
2024-09-12,2318.0425576713296,2427.0103702114347,2318.0425576713296,2412.151123046875,1235171
2024-09-13,2431.9633845719604,2436.916466821598,2347.760986328125,2347.760986328125,1150494
2024-09-16,2367.5733276367187,2407.1979858398436,2332.901751708984,2377.4794921875,1066275
2024-09-18,2352.714106466918,2367.57335345513,2228.887048231817,2238.793212890625,2291768
2024-09-19,2253.6523824615156,2362.620189965149,2253.6523824615156,2342.807861328125,1855258
2024-09-20,2382.432416624664,2397.2916624663976,2288.323859627016,2303.18310546875,1605835
2024-09-23,2322.9954626995586,2342.80779073964,2273.4646425993546,2278.417724609375,1253332
2024-09-24,2278.4177117598683,2278.4177117598683,2134.778334279355,2164.496826171875,2575779
2024-09-25,2080.2944607204863,2223.9338401511864,2080.2944607204863,2139.7314453125,3767976
2024-09-26,2129.8253784179688,2169.4500366210937,1926.749005126953,1981.23291015625,7669932
2024-09-27,2015.9044122979194,2050.575986956606,2001.045166015625,2001.045166015625,2920113
2024-09-30,2005.9983528233781,2025.8106822339794,1956.467529296875,1956.467529296875,2169801
2024-10-01,1976.2797962535512,1981.2328784496754,1906.9366455078125,1906.9366455078125,2123834
2024-10-04,1887.1243407555537,1926.748998829161,1867.31201171875,1867.31201171875,2043458
2024-10-07,1897.0304550702706,1901.9835371983913,1802.9218946359751,1847.4996337890625,3202338
2024-10-08,1852.452752537483,1852.452752537483,1788.0626835990145,1837.593505859375,2562970
2024-10-09,1916.842821475952,1936.655150380096,1832.640423633339,1837.593505859375,3064658
2024-10-11,1847.499694664858,1897.030517578125,1802.9219540429176,1897.030517578125,2211708
2024-10-14,1916.8427667617798,1956.4674234390259,1887.1242742538452,1901.9835205078125,2281275
2024-10-15,1921.7958984375,1951.5143917123069,1911.8897340125645,1921.7958984375,1799433
2024-10-16,1892.0774113101422,1976.2798091956722,1892.0774113101422,1936.6551513671875,2590776
2024-10-17,1941.6082143733638,1951.5143787324116,1892.077392578125,1892.077392578125,1819490
2024-10-18,1911.889708174036,1911.889708174036,1857.4058045732215,1862.35888671875,1624284
2024-10-21,1882.171217793166,1971.326696530737,1882.171217793166,1961.4205322265625,2187857
2024-10-22,1966.3736811033964,2050.576080546111,1946.5613518227576,2025.8106689453125,2972453
